Frame,mixamorig:LeftHand,mixamorig:RightHand,mixamorig:Head
171,0.6982035,0.4317213,0.548547
172,0.6658627,0.4777013,0.5480169
173,0.6550669,0.5052003,0.5531543
174,0.6502882,0.5119741,0.5601823
175,0.675329,0.4927309,0.565712
176,0.6918673,0.4611259,0.5684727
177,0.6906308,0.4520986,0.5740044
178,0.6977024,0.4573382,0.5848182
179,0.6961719,0.4896098,0.5911455
180,0.6991464,0.5211484,0.5959378
181,0.6928017,0.5088313,0.5987445
182,0.6846877,0.4844028,0.6012363
183,0.6929029,0.4211561,0.6036648
184,0.7118368,0.3610085,0.6075295
185,0.7361594,0.374084,0.617
186,0.7479422,0.3950886,0.624819
187,0.7376228,0.4105844,0.6256195
188,0.7222369,0.4044286,0.6240676
189,0.7201539,0.4321153,0.6310435
190,0.7389627,0.4598522,0.6412354
191,0.7401507,0.4696835,0.6448302
192,0.7606866,0.4698378,0.6442954
193,0.7746265,0.4783486,0.6422544
194,0.7828163,0.4865348,0.6391878
195,0.7637441,0.4875614,0.632155
196,0.7414916,0.5022089,0.6212842
197,0.7024025,0.5395067,0.6190748
198,0.6742474,0.5863441,0.6199615
199,0.6579094,0.6105001,0.6185403
200,0.6568852,0.6317304,0.6201884
201,0.6720483,0.6454486,0.6221846
202,0.6876463,0.6725945,0.6223207
203,0.7243444,0.6818198,0.6210461
204,0.7257298,0.6948228,0.6267163
205,0.7099817,0.7258065,0.6312944
206,0.6846403,0.7418724,0.6331345
207,0.6603981,0.7361782,0.6321293
208,0.6330699,0.722334,0.6340051
209,0.6011881,0.7207507,0.6427444
210,0.5799267,0.7139927,0.6531985
211,0.5934539,0.7163115,0.6606346
212,0.6191213,0.7170594,0.6673576
213,0.6115987,0.7238446,0.6776987
214,0.5887268,0.7278494,0.6854899
215,0.5811394,0.702956,0.693585
216,0.5699667,0.6814728,0.7020723
217,0.5353581,0.6705556,0.7110873
218,0.5263366,0.6759263,0.718864
219,0.5266404,0.6771412,0.7163166
220,0.5214383,0.6863307,0.7146298
221,0.5308088,0.7003519,0.7228574
222,0.5558713,0.7067971,0.7335274
223,0.5816938,0.7097152,0.7416263
224,0.6113704,0.7139594,0.7442517
225,0.597582,0.7178007,0.7367925
226,0.5990558,0.7351148,0.7332512
227,0.5845356,0.7708181,0.7405127
228,0.5733649,0.8234159,0.7485377
229,0.5813437,0.8473871,0.7474716
230,0.6179999,0.8463583,0.7518017
231,0.6344389,0.8571773,0.756256
232,0.6394245,0.8659528,0.7641557
233,0.6543024,0.8395913,0.7714666
234,0.6599853,0.8213465,0.7745005
235,0.6289532,0.7994719,0.7769585
236,0.6094024,0.7719824,0.7789353
237,0.6306491,0.7612209,0.7833033
238,0.6535146,0.7637359,0.7863684
239,0.6866638,0.7555296,0.7927028
240,0.7127274,0.7502113,0.8001801
241,0.7116792,0.7393861,0.8034041
242,0.6977553,0.7263273,0.8065131
243,0.6754243,0.7203149,0.812574
244,0.6486047,0.7256963,0.8145058
245,0.6301849,0.713519,0.8149323
246,0.6242056,0.7037192,0.8189387
247,0.6033925,0.694451,0.816429
248,0.615373,0.6849778,0.8101096
249,0.6233464,0.6912378,0.812275
250,0.6093547,0.7148937,0.8146752
251,0.6092518,0.7351435,0.8132026
252,0.646758,0.7486334,0.8115106
253,0.6826345,0.7680122,0.8096014
254,0.7003312,0.7835752,0.8089227
255,0.7126907,0.8070252,0.8081716
256,0.7269263,0.8180351,0.8070602
257,0.7337939,0.820688,0.8066307
258,0.7441598,0.8230275,0.8068245
259,0.7508787,0.7761464,0.80177
260,0.7622724,0.7318736,0.7987159
261,0.7718179,0.7018114,0.7982008
262,0.7838805,0.6866487,0.8037549
263,0.801765,0.7000105,0.8090887
264,0.8306571,0.7217872,0.8111259
265,0.8426625,0.7171764,0.8117384
266,0.8741255,0.7114605,0.8132006
267,0.8586378,0.7449889,0.8145711
268,0.8478,0.7789325,0.8223617
269,0.8374667,0.759527,0.8250117
270,0.8455942,0.7235474,0.8274937
271,0.8401468,0.7244057,0.8303319
272,0.8627718,0.7367263,0.8394046
273,0.8747585,0.741598,0.8538151
274,0.8971872,0.7409313,0.8663494
275,0.9263576,0.7340169,0.8807367
276,0.9351868,0.7174365,0.8943465
277,0.939058,0.7138097,0.9010768
278,0.9264409,0.7161898,0.9051114
279,0.9452447,0.695892,0.9091118
280,1.000972,0.6699411,0.9077517
281,0.9946446,0.6655316,0.9109601
282,0.9556109,0.674658,0.9190538
283,0.9543549,0.6970548,0.9232263
284,0.9582485,0.7387884,0.9255365
285,0.9653282,0.7463685,0.9300654
286,1.000489,0.7283939,0.9359911
287,0.9989792,0.7467706,0.9392439
288,0.9857304,0.7683369,0.9417471
289,1.003627,0.7812754,0.9433018
290,1.062863,0.7996591,0.9474791
291,1.065148,0.8041741,0.9438388
292,1.030994,0.8086848,0.9421536
293,1.006503,0.8133397,0.9400654
294,1.000111,0.8089824,0.9371865
295,1.011252,0.8177279,0.9401661
296,0.9988679,0.81788,0.9444216
297,0.99168,0.8048782,0.9463735
298,0.9871578,0.7845196,0.948589
299,0.9793562,0.7713771,0.9456521
300,0.9808322,0.7679725,0.9376035
301,0.9798111,0.7780797,0.9304579
302,0.9748505,0.7915381,0.9248903
303,0.9692843,0.7956522,0.9193177
304,0.9717824,0.8035474,0.9121597
305,0.9784392,0.8305634,0.9052073
306,0.9585367,0.8631973,0.905162
307,0.9613573,0.9021389,0.9050292
308,0.9613187,0.9324939,0.9050955
309,0.9392775,0.9389673,0.9037606
310,0.9119976,0.9363242,0.9050622
311,0.8933455,0.9159989,0.9089549
312,0.04234151,0.1513716,0.1088101
313,0.02942504,0.1306767,0.1020731
314,0.0610758,0.1301158,0.1009142
315,0.1162253,0.1273613,0.09420879
316,0.1392866,0.1345469,0.08590866
317,0.178079,0.1857713,0.0804117
318,0.1864318,0.2368858,0.07880314
319,0.1767339,0.2547655,0.07671946
320,0.17618,0.2571199,0.075827
321,0.1835038,0.2362968,0.07798792
322,0.1643676,0.2108536,0.08542656
323,0.1740993,0.2230211,0.09141479
324,0.1980682,0.2428052,0.08849454
325,0.2252916,0.230168,0.08519413
326,0.2396027,0.2038866,0.08343749
327,0.2314713,0.1883581,0.07980233
328,0.218307,0.1742781,0.07629348
329,0.2330767,0.1734876,0.0745319
330,0.2395347,0.1875665,0.07136197
331,0.2531815,0.2041777,0.07085797
332,0.2328583,0.2164658,0.07072201
333,0.2274916,0.1893816,0.07481156
334,0.201836,0.1443045,0.08349788
335,0.201057,0.1088618,0.08871695
336,0.2008679,0.1193256,0.09416962
337,0.1897865,0.1151309,0.1005257
338,0.1789516,0.1252854,0.1036655
339,0.1506484,0.1278256,0.1072432
340,0.1419581,0.1298437,0.1103594
341,0.1278491,0.1426705,0.1117434
342,0.1105255,0.1606491,0.1095897
343,0.1403189,0.1687889,0.1082469
344,0.1398702,0.1685489,0.1105494
345,0.127517,0.1172701,0.1103664
346,0.1292255,0.04940097,0.1089502
347,0.1459504,0.03258772,0.1146575
348,0.1399999,0.06925721,0.120621
349,0.1568233,0.07566973,0.1307843
350,0.1842918,0.07444914,0.1423273
351,0.2175509,0.08031822,0.1475608
352,0.2406419,0.09225235,0.1545203
353,0.2421674,0.1062098,0.1504421
354,0.2343464,0.09058422,0.1461148
355,0.2169483,0.07257325,0.1463174
356,0.2036801,0.07965146,0.1496343
357,0.2052929,0.09921923,0.1560449
358,0.1984461,0.1067468,0.1568026
359,0.1836909,0.1132963,0.1570387
360,0.1669508,0.123803,0.1587053
361,0.1241526,0.1435078,0.1620698
362,0.1166395,0.1574025,0.165129
363,0.1318488,0.1807901,0.1583298
364,0.1383483,0.2021812,0.1536949
365,0.1079035,0.1981825,0.1547653
366,0.1154205,0.194569,0.154071
367,0.1623771,0.2023462,0.1538347
368,0.1845348,0.1928755,0.1537818
369,0.1500161,0.1422462,0.1468446
370,0.1163424,0.1034568,0.1376443
371,0.1339994,0.1167885,0.1427656
372,0.1548707,0.1466879,0.1500809
373,0.1860944,0.1575857,0.1564621
374,0.2464684,0.1604101,0.1620215
375,0.2973706,0.1798121,0.1633194
376,0.3482205,0.2005153,0.1687366
377,0.3355141,0.2108259,0.1766397
378,0.3096521,0.2095045,0.1841269
379,0.3199702,0.1943933,0.1892666
380,0.3325641,0.1694352,0.1922009
381,0.3459966,0.1090842,0.1931722
382,0.3743082,0.05081562,0.1951323
383,0.3977773,0.05736962,0.1987088
384,0.4052004,0.0872582,0.2038618
385,0.4052117,0.1086593,0.2084321
386,0.4132212,0.1264969,0.2110451
387,0.4316661,0.1321688,0.2203042
388,0.4501651,0.1252936,0.2291728
389,0.4536813,0.1166406,0.2366438
390,0.452742,0.1168203,0.2415591
391,0.4215539,0.1364509,0.2494961
392,0.4062234,0.1640643,0.256221
393,0.4075114,0.1780491,0.2626456
394,0.4159934,0.187322,0.2693672
395,0.425568,0.1940396,0.2761214
396,0.4258979,0.2000707,0.2838268
397,0.4242358,0.2065452,0.2889577
398,0.4288659,0.202055,0.2915787
399,0.4587999,0.2040963,0.2975629
400,0.4796352,0.2135631,0.3039993
401,0.5083551,0.2029407,0.3094459
402,0.5187129,0.1866271,0.3119802
403,0.5064262,0.1750337,0.3126069
404,0.4765982,0.1799815,0.31209
405,0.4849855,0.2065341,0.3187129
406,0.5077765,0.2387763,0.3286178
407,0.5240669,0.2483037,0.3347505
408,0.5141478,0.243455,0.3368435
409,0.5165976,0.2455442,0.336924
410,0.5121664,0.2670511,0.3374115
411,0.5070733,0.3275015,0.3354485
412,0.4992447,0.3858078,0.3418898
413,0.4948663,0.420918,0.3497771
414,0.4973641,0.437592,0.3568954
415,0.4903742,0.4116733,0.3550885
416,0.4764321,0.3611152,0.3549956
417,0.4918382,0.3468095,0.3622572
418,0.4945869,0.3514639,0.3719626
419,0.4729001,0.336952,0.3814947
420,0.4494725,0.3062759,0.3871317
421,0.4418576,0.3238774,0.3914059
422,0.4351689,0.3615963,0.3909727
423,0.4283505,0.4153426,0.3922517
424,0.4143766,0.4686306,0.3967896
425,0.3866913,0.5005773,0.402122
426,0.3704772,0.517149,0.4037194
427,0.3892323,0.5225127,0.4004102
428,0.3974979,0.5189734,0.3951758
429,0.4181311,0.5149945,0.3965782
430,0.4133664,0.5051749,0.4012854
431,0.4103237,0.4919375,0.403404
432,0.4274266,0.4756698,0.402856
433,0.4122872,0.4627262,0.405164
434,0.3962391,0.460998,0.4071309
435,0.3934043,0.4456695,0.4134145
436,0.3723306,0.4303452,0.4219541
437,0.3898236,0.4074273,0.4288118
438,0.4258595,0.396561,0.4372095
439,0.392985,0.3961988,0.4440581
440,0.37334,0.4086147,0.4523883
441,0.3519196,0.4150998,0.4629104
442,0.3405464,0.4143673,0.4744225
443,0.3474227,0.4044231,0.4773484
444,0.3585454,0.3995009,0.4779154
445,0.3699681,0.3891741,0.4831929
446,0.3848,0.3846067,0.4866473
447,0.3836984,0.3923058,0.489046
448,0.3843397,0.408814,0.490849
449,0.3705747,0.4122356,0.4941339
450,0.3741194,0.4333576,0.4973062
451,0.412841,0.4919227,0.4997849
452,0.4764329,0.5248742,0.5059858
453,0.4699071,0.5302612,0.5039945
454,0.443017,0.5255285,0.4962406
455,0.4312344,0.5158447,0.492811
456,0.4335433,0.4991718,0.4922366
457,0.4198647,0.4465614,0.4903158
458,0.3991283,0.3751944,0.4895702
459,0.3842136,0.3308339,0.4913218
460,0.3880544,0.3063107,0.4952133
461,0.3882884,0.305224,0.4978913
462,0.3903334,0.3252871,0.4960449
463,0.4166593,0.3457283,0.4957589
464,0.4526822,0.3616064,0.4941483
465,0.4673192,0.3684243,0.4923609
466,0.4831155,0.3738898,0.4907226
467,0.4914135,0.3820578,0.4907332
468,0.500139,0.3869378,0.4883885
469,0.4955118,0.3584814,0.4835135
470,0.4904709,0.3358485,0.4759213
471,0.5075684,0.3312777,0.471878
472,0.5425194,0.3268435,0.4756566
473,0.5421884,0.3712296,0.481896
474,0.5177239,0.3968532,0.4857608
475,0.5034253,0.4093393,0.4890975
476,0.520419,0.399348,0.4913516
477,0.516312,0.4047252,0.4934994
478,0.5226591,0.415758,0.500832
479,0.5352564,0.4115832,0.5078898
480,0.5745488,0.4033597,0.5130094
481,0.5942976,0.3962829,0.5209047
482,0.6145903,0.3834791,0.5274008
483,0.6068292,0.4015182,0.5312691
484,0.5985814,0.4070417,0.5342748
485,0.6118985,0.4260192,0.5394773
486,0.6367875,0.4434156,0.5411677
487,0.6729243,0.4584134,0.5463261
488,0.6929798,0.4708182,0.5522603
489,0.7213795,0.4652887,0.5606113
490,0.7399143,0.4461821,0.5689008
491,0.7506012,0.426277,0.5740399
492,0.7567461,0.446724,0.5786197
493,0.7618099,0.4493655,0.5808948
494,0.7750998,0.4465078,0.5820579
495,0.7807472,0.4670479,0.5771062
496,0.7913411,0.4839685,0.5808647
497,0.7937624,0.5061918,0.5796185
498,0.7739054,0.5250711,0.5806918
499,0.7683558,0.5353568,0.5824192
500,0.7822532,0.5294251,0.577482
501,0.7834577,0.562107,0.5782446
502,0.7713661,0.622054,0.5804406
503,0.7751026,0.6519954,0.5810145
504,0.7909673,0.6607561,0.5839905
505,0.8057176,0.6491578,0.5822359
506,0.8078803,0.6222468,0.5786653
507,0.8108054,0.5976698,0.5858775
508,0.8251893,0.5764362,0.593617
509,0.8322069,0.573164,0.594354
510,0.8356402,0.5789309,0.5955477
511,0.8349205,0.5915089,0.5934952
512,0.8217543,0.5980436,0.5952176
513,0.8107383,0.626227,0.6010567
514,0.804338,0.6629367,0.608139
515,0.8100425,0.6685992,0.6089088
516,0.810025,0.6635966,0.6084273
517,0.7918168,0.6719583,0.6134933
518,0.7720605,0.6795694,0.6232281
519,0.7318335,0.6815118,0.6283358
520,0.6970517,0.682448,0.630778
521,0.6748019,0.7199923,0.6306106
522,0.6814393,0.7658117,0.6319523
523,0.693056,0.7850372,0.6365653
524,0.7013518,0.7842367,0.6433898
525,0.6950053,0.7693611,0.6483089
526,0.6763425,0.7481292,0.6526026
527,0.6632184,0.7117306,0.6554954
528,0.6716148,0.6763378,0.6595019
529,0.6516922,0.6649404,0.6654593
530,0.6313037,0.670772,0.6655858
531,0.6250312,0.6706375,0.6669965
532,0.6239669,0.6582354,0.6713788
533,0.6161243,0.6411374,0.670502
534,0.6153821,0.6271023,0.6703703
535,0.6044708,0.6448548,0.6758729
536,0.5841916,0.6735743,0.6821498
537,0.5786809,0.6674228,0.6839158
538,0.6132015,0.6422238,0.6835867
539,0.6094326,0.6147209,0.6897997
540,0.6057732,0.609591,0.6952986
541,0.5762554,0.6482928,0.6971286
542,0.5405808,0.6965751,0.6974697
543,0.5217783,0.716121,0.7028634
544,0.5135835,0.7187467,0.7079624
545,0.538687,0.7119703,0.7136688
546,0.5555447,0.7105371,0.7182829
547,0.5785459,0.6895385,0.7168384
548,0.6012781,0.6626114,0.715845
549,0.6464704,0.6382792,0.7199103
550,0.6411212,0.6370379,0.7316261
551,0.6192587,0.6258679,0.7437902
552,0.6018648,0.5983631,0.750954
553,0.5933628,0.5914341,0.7551827
554,0.592178,0.5987931,0.7591708
555,0.5771996,0.6118557,0.761858
556,0.5715443,0.6277643,0.7616257
557,0.5920058,0.6337658,0.7668198
558,0.6383049,0.6195316,0.7746944
559,0.6566502,0.6094946,0.7743956
560,0.6787066,0.6095821,0.7703719
561,0.6886231,0.6220582,0.7731152
562,0.692255,0.6419846,0.7753645
563,0.6981873,0.6313353,0.7790977
564,0.6989333,0.6227521,0.7810774
565,0.7184299,0.6140341,0.7743288
566,0.7410846,0.6150168,0.7682419
567,0.7770501,0.6491902,0.7700695
568,0.7846828,0.6824147,0.7760436
569,0.7898107,0.7096225,0.7815303
570,0.8074474,0.7246758,0.7866558
571,0.7796092,0.7155431,0.786198
572,0.756007,0.7080655,0.7847594
573,0.7363962,0.7173979,0.7856846
574,0.7202672,0.7284504,0.7888345
575,0.7382675,0.7263737,0.7939559
576,0.7682354,0.7103209,0.800652
577,0.776497,0.6970912,0.8068998
578,0.790141,0.6930763,0.8128413
579,0.8068373,0.7214063,0.8171129
580,0.8196205,0.7412059,0.8173797
581,0.8496556,0.7316878,0.8155538
582,0.8802069,0.7201084,0.8182092
583,0.8755949,0.7354423,0.8260587
584,0.8611598,0.7448099,0.8318022
585,0.8709885,0.7395378,0.8336514
586,0.9067093,0.7165809,0.832776
587,0.9435756,0.6951072,0.8337613
588,0.9788672,0.7027421,0.8379453
589,0.9718637,0.7255933,0.8428578
590,0.9641972,0.7458722,0.8480022
591,0.9529516,0.7614393,0.8464164
592,0.9394969,0.7713696,0.8420135
593,0.969825,0.7676903,0.8458664
594,0.996802,0.7630024,0.8510031
595,0.9897329,0.7833681,0.8590577
596,0.9834982,0.7985896,0.86584
597,0.9979925,0.7905394,0.8689898
598,1.012818,0.7657445,0.8739555
599,1.011663,0.7206923,0.8777996
600,1.021962,0.6925719,0.8796291
601,1.010424,0.702401,0.882047
602,0.9781985,0.7051626,0.882212
603,0.9678711,0.7351117,0.8788565
604,0.975825,0.7777419,0.8749957
605,1.013173,0.8137943,0.8710792
606,1.066229,0.8402795,0.8684902
607,1.067151,0.8353674,0.8670881
608,1.054497,0.8225419,0.8685675
609,1.039595,0.8102032,0.869001
610,1.03394,0.8017793,0.866509
611,1.022694,0.8438779,0.8684437
612,0.06879676,0.1335057,0.1094768
613,0.07998329,0.151135,0.09802768
614,0.1347978,0.1641476,0.0884432
615,0.2117038,0.1364434,0.08312946
616,0.2915127,0.0910764,0.07724418
617,0.2804557,0.1016616,0.08023936
618,0.2725171,0.1204569,0.08350913
619,0.2568553,0.1018791,0.0873393
620,0.233439,0.1186419,0.09381192
621,0.218711,0.1444899,0.09557381
622,0.2058116,0.1545646,0.1096816
623,0.2158161,0.1730284,0.1194912
624,0.2461243,0.1731777,0.128068
625,0.2030503,0.1209039,0.129594
626,0.133182,0.08398104,0.129247
627,0.1235015,0.05856428,0.1275958
628,0.1370742,0.0824279,0.1308092
629,0.1401994,0.1208231,0.132205
630,0.1479716,0.1726386,0.1298507
631,0.1569477,0.1961853,0.1266564
632,0.1619866,0.2029119,0.1244357
633,0.1834472,0.1989584,0.1272238
634,0.2006088,0.1910745,0.1278475
635,0.22157,0.1579242,0.12763
636,0.2130892,0.1447331,0.1245892
637,0.2199361,0.1390682,0.1226781
638,0.2327259,0.1365368,0.1266644
639,0.2647341,0.1339233,0.1331682
640,0.2602785,0.1325873,0.1361019
641,0.2787217,0.1446912,0.1386534
642,0.2917642,0.1583935,0.1473848
643,0.2594762,0.1395244,0.1478676
644,0.1960979,0.1302438,0.1511787
645,0.1744991,0.1382052,0.1522955
646,0.1669158,0.1696949,0.1588045
647,0.1509671,0.1867087,0.1624522
648,0.1339705,0.2087684,0.1634295
649,0.1379991,0.1921372,0.1667605
650,0.119486,0.1834288,0.1735839
651,0.105583,0.1693057,0.1697165
652,0.09430034,0.1590666,0.1691974
653,0.08180103,0.1315072,0.1739003
654,0.07662609,0.123013,0.1769398
655,0.100747,0.1175676,0.1776088
656,0.1299723,0.1144048,0.1789287
657,0.1586957,0.1018024,0.1880687
658,0.1622588,0.0878266,0.1999283
659,0.1518912,0.08434547,0.2084837
660,0.1558158,0.1048209,0.2111824
661,0.1529302,0.08073361,0.2098849
662,0.1817202,0.04513791,0.2083035
663,0.1746946,0.01662865,0.2155425
664,0.1648902,0.009440224,0.2179394
665,0.1432549,0.06760915,0.2158003
666,0.1340847,0.1195114,0.2104028
667,0.1374151,0.1317985,0.2082448
668,0.1500235,0.1167374,0.2064084
669,0.1652718,0.1215264,0.2090729
670,0.1574858,0.1289172,0.2128997
671,0.1534537,0.1338636,0.2131181
672,0.171923,0.1422902,0.2125265
673,0.1671851,0.1585829,0.2086787
674,0.1425288,0.1563949,0.2016235
675,0.1383922,0.1913845,0.2003295
676,0.1428688,0.2179011,0.1972635
677,0.1352098,0.234614,0.189623
678,0.139144,0.2484161,0.178799
679,0.1446517,0.2371959,0.1695805
680,0.1590098,0.200285,0.1639663
681,0.2001758,0.1320298,0.1636106
682,0.2473415,0.09960253,0.1668158
683,0.2540159,0.1175188,0.1740929
684,0.2554666,0.1256564,0.1841568
685,0.2429573,0.1256837,0.192751
686,0.204141,0.1254009,0.1998224
687,0.1748255,0.1263399,0.2012411
688,0.1916577,0.1336462,0.2003372
689,0.2779036,0.1350795,0.2075744
690,0.3690901,0.1307209,0.2182176
691,0.3928917,0.1391395,0.2226039
692,0.3938782,0.1395347,0.2201819
693,0.4000412,0.1456843,0.2213651
694,0.4004897,0.1621212,0.2261249
695,0.393166,0.1681042,0.2282574
696,0.3880497,0.1655586,0.229059
697,0.3874833,0.1500844,0.2305956
698,0.4025526,0.1349637,0.2362382
699,0.3991148,0.134459,0.2374474
700,0.3940537,0.1404726,0.2373779
701,0.4187008,0.1563612,0.246022
702,0.426126,0.1643112,0.251572
703,0.4188512,0.179167,0.2521956
704,0.419849,0.1946346,0.2513433
705,0.4102418,0.1853386,0.254247
706,0.3998556,0.1666657,0.2605085
707,0.4123689,0.1553276,0.2610945
708,0.435634,0.1481068,0.257892
709,0.4300841,0.1532174,0.257325
710,0.4112035,0.1726383,0.2598436
711,0.4055404,0.1943024,0.2657596
712,0.4004969,0.2244344,0.2717736
713,0.3751718,0.2395652,0.2758853
714,0.3545893,0.2358114,0.2761071
715,0.3575805,0.2352206,0.2785462
716,0.3930691,0.2300232,0.2785047
717,0.446408,0.2326181,0.2782701
718,0.4947466,0.2423432,0.278349
719,0.4819262,0.2470609,0.2763308
720,0.4357751,0.2439415,0.2741369
721,0.4199261,0.2586546,0.2749086
722,0.4156259,0.293215,0.2808232
723,0.3941474,0.272907,0.2814419
724,0.3793123,0.2308713,0.2835044
725,0.3618003,0.2025332,0.288762
726,0.3481389,0.2096195,0.2914697
727,0.3478944,0.2478434,0.2897771
