Frame,mixamorig:LeftHand,mixamorig:RightHand,mixamorig:Head
720,0.3190656,0.2449587,0.2673433
721,0.3141282,0.2571212,0.2613953
722,0.3049307,0.2553276,0.2536435
723,0.3384722,0.3041495,0.2542064
724,0.3605978,0.3048897,0.2583688
725,0.3688941,0.2967595,0.258383
726,0.3707979,0.2959146,0.2570309
727,0.3777873,0.2727584,0.26326
728,0.3778403,0.2363403,0.2704205
729,0.3823858,0.2000161,0.2727454
730,0.3905461,0.17399,0.2717269
731,0.4014596,0.1764718,0.266398
732,0.3957681,0.1997729,0.2611572
733,0.3634863,0.2163688,0.2576327
734,0.3417069,0.2039237,0.2480652
735,0.3758489,0.169373,0.241504
736,0.4217699,0.1335939,0.2367466
737,0.4575918,0.1073597,0.2365881
738,0.4448701,0.08001753,0.2286646
739,0.4753465,0.07057682,0.2161328
740,0.4939788,0.09632914,0.2038941
741,0.4848007,0.1125996,0.1912002
742,0.4533551,0.1277627,0.1830242
743,0.4464949,0.1645946,0.1702523
744,0.4501054,0.1974319,0.1587338
745,0.4244894,0.1899345,0.141835
746,0.3905056,0.1700397,0.1335623
747,0.4095732,0.1656557,0.1294692
748,0.4349944,0.1726709,0.1276418
749,0.4524053,0.2197904,0.125092
750,0.4649159,0.2562881,0.1266263
751,0.4415657,0.267193,0.1225634
752,0.3945565,0.2664769,0.1155015
753,0.3675886,0.2205987,0.110984
754,0.3482593,0.1629258,0.1064081
755,0.3753946,0.1375853,0.1043643
756,0.4130106,0.1455101,0.1029231
757,0.4386396,0.1499292,0.1000892
758,0.4364409,0.1766889,0.09915223
759,0.4307516,0.1711254,0.1013654
760,0.4264477,0.1579138,0.1022604
761,0.3804005,0.1617341,0.1035928
762,0.3078542,0.1768484,0.1093076
763,0.2492489,0.198128,0.1175239
764,0.210952,0.2162799,0.1249561
765,0.1882412,0.2169921,0.1276294
766,0.1769797,0.2118719,0.1292455
767,0.1915477,0.2230301,0.1344177
768,0.2012726,0.2344161,0.1423815
769,0.1875434,0.2488824,0.1490091
770,0.1707627,0.27347,0.1486381
771,0.1735015,0.3052611,0.1510848
772,0.1700645,0.3172403,0.1507796
773,0.1670584,0.3136894,0.1479827
774,0.1765437,0.3085468,0.1461509
775,0.1632278,0.2799671,0.1407355
776,0.1549843,0.2389761,0.1375083
777,0.1632287,0.2028807,0.1376751
778,0.1858103,0.1936446,0.1383869
779,0.1973816,0.2089408,0.1399932
780,0.2022389,0.2179807,0.1370929
781,0.1839238,0.2326947,0.1344386
782,0.1525169,0.2461081,0.134901
783,0.1166767,0.2507259,0.1324004
784,0.09832046,0.2431635,0.1281058
785,0.07016201,0.2401893,0.1215303
786,0.06679147,0.2294974,0.1126715
787,0.06014331,0.2583307,0.1117111
788,0.0786908,0.2921945,0.1154564
789,0.09248167,0.2771759,0.1143238
790,0.1022702,0.2570423,0.1074071
791,0.102622,0.2610678,0.1001787
792,0.08967353,0.2950714,0.09512927
793,0.06677341,0.2847239,0.08527254
794,0.06010453,0.2522804,0.07633623
795,0.07131508,0.2204995,0.07127994
796,0.1016272,0.1774581,0.06572039
797,0.1037494,0.1583458,0.06397617
798,0.09157293,0.1560781,0.06273934
799,0.09278784,0.1405966,0.06457818
800,0.1008561,0.1288929,0.07206446
801,0.1098593,0.1392322,0.07726581
802,0.1183963,0.1582658,0.07535481
803,0.1163022,0.1482178,0.07888121
804,0.1089803,0.1139669,0.08301906
805,0.1311036,0.0526037,0.08415454
806,0.1445737,0.02282814,0.08186831
807,0.1320541,0.02993575,0.07476107
808,0.147423,0.04090516,0.06813261
809,0.2116956,0.03466361,0.06484708
810,0.2491706,0.02930331,0.05823276
811,0.2667059,0.05787948,0.05024891
812,0.2678207,0.100637,0.0508634
813,0.2698649,0.09456515,0.04888041
814,0.3124925,0.06949652,0.05526398
815,0.3576541,0.08485097,0.06260017
816,0.3660001,0.1175826,0.06514075
817,0.3682417,0.1440307,0.06520063
818,0.3519247,0.1518395,0.06493794
819,0.3241186,0.1088689,0.06791983
820,0.275489,0.06146249,0.07460624
821,0.2455025,0.07346582,0.08625659
822,0.2307952,0.08512835,0.09525574
823,0.2394191,0.09671957,0.09993666
824,0.2697628,0.1117238,0.1068621
825,0.3057437,0.08659146,0.1094333
826,0.3327465,0.04933713,0.1122273
827,0.3361413,0.09155884,0.1146778
828,0.3213702,0.1777757,0.1138375
829,0.3211964,0.176333,0.1075271
830,0.3317434,0.1669497,0.09949013
831,0.3127093,0.1501801,0.1061547
832,0.2879865,0.1181799,0.1158367
833,0.2840548,0.121946,0.1149051
834,0.2727756,0.1507781,0.1087328
835,0.243202,0.1773917,0.1055547
836,0.2283527,0.2127697,0.1109593
837,0.2282903,0.2425379,0.1171102
838,0.2334223,0.252647,0.1273232
839,0.2425568,0.2382331,0.1354497
840,0.2479668,0.23435,0.1457704
841,0.2499996,0.2354793,0.1613079
842,0.2710758,0.2380213,0.1737314
843,0.2428548,0.2823346,0.1807598
844,0.2056783,0.3392027,0.1948249
845,0.1896823,0.3784986,0.1981989
846,0.1933838,0.3937953,0.1954584
847,0.2235914,0.359571,0.1924089
848,0.2419946,0.3137343,0.1925044
849,0.2617282,0.2911432,0.1881775
850,0.2876459,0.2727185,0.1903036
851,0.2692777,0.2896051,0.1939302
852,0.240352,0.3272476,0.1945528
853,0.2805805,0.3932237,0.1912991
854,0.3107083,0.4840449,0.1908664
855,0.3393252,0.4851391,0.2009509
856,0.3486094,0.4442475,0.2140172
857,0.3872942,0.3967151,0.2167412
858,0.421358,0.3585006,0.2167163
859,0.4195217,0.3170611,0.2147893
860,0.37896,0.2849783,0.211719
861,0.3524041,0.2919934,0.1977286
862,0.3506154,0.3044497,0.193497
863,0.3788225,0.3331276,0.193615
864,0.4050656,0.379087,0.2015525
865,0.4146045,0.4079877,0.2208798
866,0.3961871,0.3929562,0.2378327
867,0.3820358,0.3709633,0.2508455
868,0.3815407,0.3491949,0.2597634
869,0.3690145,0.3049694,0.2616617
870,0.3545794,0.2664929,0.2637848
871,0.3277032,0.2550688,0.2645224
872,0.308409,0.2582834,0.2644363
873,0.3175865,0.2774778,0.2693611
874,0.3313423,0.3040884,0.2746184
875,0.3458133,0.2988687,0.2849466
876,0.3644345,0.291963,0.2947048
877,0.3731299,0.2877648,0.2992204
878,0.3795967,0.2797045,0.3015799
879,0.3911115,0.278528,0.3074338
880,0.4051229,0.2946448,0.3121796
881,0.4136757,0.2506175,0.3136395
882,0.4137055,0.2118032,0.3130196
883,0.4074677,0.2112605,0.3089866
884,0.404763,0.222084,0.3057009
885,0.4191166,0.246303,0.3052831
886,0.4285696,0.2514311,0.3031137
887,0.4089713,0.2301325,0.3040678
888,0.3909781,0.2060409,0.3112636
889,0.4142178,0.1990228,0.3153976
890,0.4548802,0.1961246,0.3192277
891,0.4675707,0.1763126,0.3241004
892,0.4676307,0.1713393,0.3288283
893,0.4409865,0.1375554,0.3321735
894,0.4252948,0.1066618,0.3359023
895,0.4530564,0.0821416,0.344898
896,0.4935141,0.0820135,0.3542775
897,0.5268616,0.07945074,0.3650412
898,0.5469598,0.08078415,0.3740981
899,0.5381777,0.08385393,0.3800889
900,0.5209056,0.09199119,0.3889619
901,0.5124654,0.07261152,0.3949858
902,0.5116556,0.06211975,0.4005301
903,0.4978209,0.05984,0.4029326
904,0.4926935,0.08907893,0.4039481
905,0.4979313,0.1193895,0.3956791
906,0.5113984,0.1138588,0.391699
907,0.488921,0.04070856,0.3899353
908,0.4610133,0.05104016,0.3969425
909,0.4394838,0.114204,0.4038339
910,0.4302115,0.1683597,0.40961
911,0.4259867,0.2272297,0.4136562
912,0.095148,0.1010153,0.111109
913,0.08937741,0.06811428,0.1100437
914,0.1044133,0.01063699,0.1095822
915,0.1308952,0.09717216,0.1071157
916,0.1705678,0.2180007,0.1066886
917,0.2147313,0.2202161,0.1114851
918,0.2447719,0.1917704,0.1206295
919,0.2772615,0.1475243,0.1251702
920,0.2972375,0.1289738,0.1244211
921,0.2815512,0.1144818,0.1340971
922,0.2678474,0.09713581,0.1466728
923,0.2736673,0.0814049,0.1438233
924,0.2763089,0.05927699,0.1385031
925,0.2740377,0.0616827,0.1296927
926,0.2607511,0.08199621,0.1254927
927,0.2471928,0.08277601,0.1233627
928,0.2493002,0.08565795,0.1259589
929,0.2778119,0.05622281,0.1228401
930,0.3076195,0.05376588,0.1188753
931,0.2983475,0.06539606,0.1157371
932,0.2899835,0.08059531,0.1127217
933,0.2763481,0.09932619,0.1164587
934,0.2687407,0.1509406,0.1213951
935,0.2450851,0.1788412,0.1273128
936,0.2325798,0.1893809,0.1285503
937,0.2165912,0.1562329,0.1313756
938,0.2018485,0.1214938,0.1350605
939,0.202686,0.1247122,0.1405899
940,0.2040258,0.163716,0.1451594
941,0.2137448,0.1766382,0.1485966
942,0.2211664,0.1914068,0.1489622
943,0.2736186,0.2297921,0.1437272
944,0.3374015,0.2726482,0.1353124
945,0.3392137,0.3006782,0.1280179
946,0.3118767,0.3219668,0.1213795
947,0.2938875,0.3066683,0.1133747
948,0.2730596,0.2870439,0.1082211
949,0.2417274,0.2710738,0.1048499
950,0.2134729,0.2610043,0.1039108
951,0.2183677,0.242072,0.1062453
952,0.2235548,0.2234681,0.1103257
953,0.2066641,0.2113966,0.1157448
954,0.1936243,0.2134453,0.1203076
955,0.1804822,0.2288887,0.1178367
956,0.1635116,0.2654617,0.1192585
957,0.1584239,0.3102096,0.1215378
958,0.1700857,0.3314452,0.1282736
959,0.1722769,0.3066658,0.1298948
960,0.1834504,0.2754652,0.1315689
961,0.1617869,0.2651315,0.146104
962,0.1212773,0.277283,0.1610211
963,0.127459,0.2945076,0.1655254
964,0.1376235,0.3187209,0.1682274
965,0.1319308,0.3242897,0.1787208
966,0.1406056,0.3379324,0.1864988
967,0.1389961,0.3631561,0.1926417
968,0.1523649,0.3664551,0.1996895
969,0.1498678,0.3241808,0.206333
970,0.1492164,0.2762435,0.2119873
971,0.1657232,0.2298831,0.2121199
972,0.1707517,0.2166298,0.2047551
973,0.1783693,0.2122132,0.2011679
974,0.1863068,0.1971451,0.2019269
975,0.1685417,0.2174325,0.2007082
976,0.1390653,0.2574675,0.196997
977,0.1230472,0.2614477,0.1997724
978,0.1212933,0.2430123,0.202758
979,0.108458,0.2479239,0.1995254
980,0.1029498,0.249294,0.1943274
981,0.1219158,0.246229,0.1961458
982,0.1690537,0.2494609,0.19819
983,0.1756651,0.2958629,0.1956559
984,0.1552202,0.3665941,0.1907189
985,0.1250545,0.3743831,0.1887399
986,0.1154087,0.3414561,0.1863025
987,0.09350224,0.3060761,0.1829628
988,0.1125712,0.2808333,0.177261
989,0.1273278,0.2382988,0.1756962
990,0.1631149,0.1858992,0.1783692
991,0.1563134,0.1622148,0.1845244
992,0.1331795,0.1454058,0.1894644
993,0.1495003,0.1656965,0.1957468
994,0.1861787,0.1862983,0.1986118
995,0.228458,0.1786429,0.1989074
996,0.2666484,0.1588292,0.1957044
997,0.2794926,0.1173515,0.1892253
998,0.2882814,0.07648925,0.1832239
999,0.3062422,0.1011621,0.1850828
1000,0.3166294,0.1413053,0.1885383
1001,0.3136861,0.1457618,0.1892343
1002,0.30239,0.1284415,0.1936413
1003,0.2881768,0.08692922,0.1953665
1004,0.281876,0.0687192,0.1923961
1005,0.291133,0.1215429,0.1835412
1006,0.3170645,0.1818171,0.1819202
1007,0.3341361,0.1952458,0.1826929
1008,0.3394233,0.1777007,0.1863856
1009,0.3665693,0.1357062,0.1911409
1010,0.3787554,0.09993111,0.1949385
1011,0.3897299,0.07894376,0.2024514
1012,0.3771191,0.0622074,0.2029672
1013,0.3685777,0.05229632,0.2049208
1014,0.365384,0.0392597,0.2098571
1015,0.3471509,0.02615117,0.2133421
1016,0.3347834,0.03836995,0.2136203
1017,0.3237663,0.04133703,0.2154353
1018,0.3277902,0.03311982,0.2156159
1019,0.2989318,0.05660415,0.2187778
1020,0.2809468,0.07442393,0.2182428
1021,0.252335,0.08594893,0.2131427
1022,0.2307733,0.09059742,0.2097903
1023,0.2348774,0.07049813,0.2045632
1024,0.2481856,0.05954859,0.2014421
1025,0.2414814,0.09667403,0.1992497
1026,0.2400075,0.1673871,0.2030302
1027,0.2630538,0.1995946,0.205061
1028,0.3100354,0.2192746,0.2081554
1029,0.2877276,0.2200028,0.2083859
1030,0.2334416,0.2224359,0.2127458
1031,0.221963,0.2283244,0.2155679
1032,0.2162351,0.2319168,0.2202609
1033,0.2331295,0.2469864,0.2216414
1034,0.2405555,0.271957,0.2192368
1035,0.2208749,0.2836444,0.2210406
1036,0.2310708,0.3068658,0.225044
1037,0.2480918,0.3482094,0.2314095
1038,0.2527284,0.4004399,0.2401711
1039,0.2418878,0.4109636,0.2534715
1040,0.2338997,0.4103094,0.2637398
1041,0.2097668,0.3992611,0.2722761
1042,0.1767334,0.3998978,0.2797159
1043,0.1603495,0.4249133,0.282468
1044,0.1387741,0.4643486,0.2898416
1045,0.1198671,0.4801433,0.295793
1046,0.1232327,0.4708261,0.3047438
1047,0.1013245,0.4796935,0.3157376
1048,0.1135225,0.5021614,0.3233426
1049,0.1307617,0.501335,0.3312331
1050,0.1478893,0.4986443,0.3408619
1051,0.1507606,0.515857,0.3513305
1052,0.1498962,0.5317321,0.3637855
1053,0.1782137,0.5131947,0.3785363
1054,0.2161557,0.4958103,0.3930393
1055,0.2107378,0.4629553,0.4060481
1056,0.1865014,0.4269161,0.4169981
1057,0.1902508,0.4285862,0.4262975
1058,0.2071032,0.4436535,0.4322599
1059,0.2194106,0.4599044,0.4431055
1060,0.2330342,0.4772711,0.4566199
1061,0.2582983,0.4615646,0.4647407
1062,0.2890615,0.4216892,0.4744457
1063,0.334377,0.3900829,0.4880116
1064,0.3711041,0.3695059,0.505184
1065,0.3850612,0.3500453,0.5269821
1066,0.3880969,0.3354915,0.5496432
1067,0.4223303,0.3432569,0.5743427
1068,0.4653186,0.3711224,0.5942808
1069,0.5078119,0.4271465,0.6105381
1070,0.552537,0.4951012,0.6337891
1071,0.5961536,0.516543,0.6552184
1072,0.6121788,0.5095096,0.6728264
1073,0.6089255,0.4965024,0.6884471
1074,0.6004599,0.4849741,0.7074185
1075,0.5932515,0.4443672,0.7266481
1076,0.6077641,0.3774466,0.7407426
1077,0.6466612,0.2965784,0.7571425
1078,0.6854793,0.2438752,0.7764396
1079,0.1264564,0.04098436,0.1124536
1080,0.1410401,0.02925641,0.1248398
1081,0.1248575,0.05103266,0.127974
1082,0.1035598,0.1281945,0.130935
1083,0.09766394,0.1684387,0.1351196
1084,0.09258419,0.182209,0.1383215
1085,0.09559505,0.1774851,0.1320562
1086,0.08752723,0.1791212,0.1347567
1087,0.08717793,0.1899716,0.1444075
1088,0.1218846,0.2002328,0.1577932
1089,0.133953,0.2104414,0.1639315
1090,0.1215699,0.2129359,0.1691124
1091,0.122763,0.2106177,0.1706149
1092,0.1485737,0.2045765,0.1724233
1093,0.1388713,0.2118221,0.1713696
1094,0.1319968,0.2105328,0.1710533
1095,0.1241869,0.1654075,0.1749787
1096,0.1249875,0.0972337,0.1785156
1097,0.1398251,0.09397166,0.157279
1098,0.1360004,0.1040614,0.1480109
1099,0.1370978,0.103311,0.1419019
1100,0.145064,0.08159406,0.1355191
1101,0.1327268,0.0582951,0.1330771
1102,0.1454817,0.08813427,0.1319506
1103,0.1616522,0.1023484,0.1310347
1104,0.1738152,0.08578579,0.1248984
1105,0.2077731,0.06471561,0.1191082
1106,0.2180447,0.04359411,0.1148954
1107,0.2019031,0.03060553,0.1148679
1108,0.2169568,0.06533118,0.1140083
1109,0.2222001,0.08250723,0.1150189
1110,0.2353141,0.08264144,0.1177598
1111,0.257008,0.08866639,0.1187777
1112,0.2739598,0.09346057,0.1197164
1113,0.2751575,0.08855245,0.1158291
1114,0.2876591,0.085136,0.1126187
1115,0.297794,0.06362545,0.115049
1116,0.3048013,0.02710217,0.1196625
1117,0.3115169,0.03146091,0.1199326
1118,0.3256505,0.044689,0.1192368
1119,0.3294095,0.07669953,0.1185103
1120,0.3310287,0.09111901,0.1241361
1121,0.3161885,0.1085786,0.1301057
1122,0.2998373,0.1403604,0.1352629
1123,0.2917297,0.1944588,0.1446793
1124,0.2855565,0.2265469,0.1567397
1125,0.2754699,0.2512282,0.1641375
1126,0.2678474,0.2687282,0.1669794
1127,0.2548411,0.2602275,0.1667268
1128,0.2465127,0.2614503,0.1701537
1129,0.241331,0.2735071,0.1779076
1130,0.2284007,0.2755855,0.1884679
1131,0.2138002,0.2851679,0.1994869
1132,0.201894,0.2989189,0.2097921
1133,0.2041624,0.2901021,0.2143395
1134,0.2608079,0.2892993,0.2224741
1135,0.2720479,0.299277,0.2337108
1136,0.2566412,0.3222823,0.2449829
1137,0.2512131,0.3203555,0.2556715
1138,0.2571367,0.3204798,0.2646377
1139,0.2693969,0.3214113,0.2682192
1140,0.2794412,0.3400516,0.2707926
1141,0.2571599,0.3708705,0.2790002
1142,0.2283137,0.3937997,0.28767
1143,0.2463297,0.3982455,0.2876839
1144,0.3063623,0.4030523,0.2899352
1145,0.2897538,0.4471446,0.2963916
1146,0.260308,0.510753,0.3057952
1147,0.2392661,0.5640594,0.3164115
1148,0.2230318,0.5954214,0.3279256
1149,0.2038736,0.5667399,0.328755
1150,0.206593,0.554969,0.3354477
1151,0.2468479,0.5192547,0.3357197
1152,0.2859742,0.5028105,0.3361349
1153,0.3106968,0.5303687,0.3387809
1154,0.3144625,0.5251012,0.3435777
1155,0.2670769,0.5179197,0.3397587
1156,0.2129241,0.5211735,0.3352647
1157,0.202145,0.5513306,0.3289239
1158,0.2064572,0.5842671,0.3279684
1159,0.18987,0.5960291,0.3323894
1160,0.1809456,0.5986248,0.3342612
1161,0.1976913,0.5837604,0.3415378
1162,0.1976293,0.5557363,0.3477631
1163,0.176999,0.5672963,0.3527293
1164,0.1717868,0.5925856,0.3592043
1165,0.179535,0.5882816,0.3706269
1166,0.1892198,0.5610085,0.380636
1167,0.193181,0.5432808,0.390182
1168,0.184027,0.5208763,0.3996298
1169,0.1905657,0.4718572,0.3947733
1170,0.2206483,0.4264507,0.3940077
1171,0.2529788,0.4282483,0.3922042
1172,0.2579193,0.4372917,0.3881282
1173,0.2249132,0.4242605,0.3849084
1174,0.2190726,0.4209191,0.3842222
1175,0.2466931,0.3835195,0.3842171
1176,0.285748,0.3498304,0.3859029
1177,0.2930429,0.3329282,0.3916405
1178,0.2793731,0.3274243,0.400585
1179,0.2841844,0.2881087,0.4115638
1180,0.2927436,0.2639254,0.4185258
1181,0.3111684,0.2399028,0.4209631
1182,0.3247396,0.2254503,0.4206412
1183,0.3407439,0.2189657,0.4164869
1184,0.3671264,0.2285871,0.411796
1185,0.3828675,0.2283635,0.4125712
1186,0.3903413,0.240866,0.4125168
1187,0.4048952,0.2645095,0.4136545
1188,0.4556981,0.2768456,0.4127648
1189,0.4836208,0.2889731,0.4106367
1190,0.4930621,0.29676,0.4117711
1191,0.5097512,0.2976577,0.4163536
1192,0.5245633,0.297101,0.4229946
1193,0.5544326,0.2510968,0.4260759
1194,0.5909583,0.2070846,0.4274202
1195,0.5927138,0.2018201,0.4280372
1196,0.589051,0.2167154,0.4293745
1197,0.5747135,0.2264964,0.4392008
1198,0.588937,0.2269487,0.4485181
1199,0.5863973,0.2488509,0.452796
1200,0.566618,0.2722128,0.4578261
1201,0.566859,0.276662,0.4638482
1202,0.5802922,0.2835321,0.469067
1203,0.5959855,0.2799287,0.4675092
1204,0.6172426,0.2698987,0.4708132
1205,0.6291538,0.2651957,0.4776839
1206,0.6272333,0.2501369,0.4868453
1207,0.6134546,0.2581235,0.501511
1208,0.6020846,0.2712341,0.5184369
1209,0.6189821,0.2878086,0.5297925
1210,0.6411681,0.3008351,0.5414128
1211,0.6598293,0.3067219,0.5501171
1212,0.6869876,0.3118666,0.5566801
1213,0.6888608,0.3060399,0.561736
1214,0.6846755,0.3289163,0.5668754
1215,0.6864971,0.3060819,0.5701485
1216,0.6975021,0.3183361,0.5756909
1217,0.7067655,0.31508,0.5786794
1218,0.7251911,0.3118401,0.5848463
1219,0.7276081,0.3305745,0.5871033
1220,0.7185323,0.3320377,0.5903032
1221,0.7114459,0.3598335,0.5972381
1222,0.7202745,0.3985723,0.6052964
1223,0.7151564,0.3869379,0.6082473
1224,0.7089315,0.3717794,0.6085094
1225,0.7237436,0.3857897,0.6108566
1226,0.7432303,0.4079821,0.6157472
1227,0.7495263,0.4320468,0.6209742
1228,0.7510657,0.4509996,0.6290765
1229,0.73521,0.4720195,0.6331946
1230,0.7281166,0.5060717,0.6361539
1231,0.7261877,0.5515713,0.6427753
1232,0.729489,0.5932616,0.6525283
1233,0.7414245,0.6385813,0.6591387
1234,0.7584815,0.6840729,0.6629449
1235,0.7294638,0.7009004,0.6738143
1236,0.6839722,0.6876068,0.6807309
1237,0.6993933,0.6780294,0.6848873
1238,0.7429196,0.6895297,0.6919351
1239,0.7389247,0.676371,0.6978549
1240,0.7198792,0.6603448,0.709051
1241,0.7110893,0.6602532,0.7129902
1242,0.7030991,0.6701213,0.7210923
1243,0.6899809,0.7045206,0.7280757
1244,0.6978077,0.7546338,0.735694
1245,0.6979014,0.7867395,0.7463984
1246,0.6875562,0.8037054,0.7598997
1247,0.6943563,0.842394,0.7764396
1248,0.7253834,0.8844285,0.7874587
1249,0.7395185,0.872716,0.7943704
1250,0.7299039,0.8423517,0.800329
1251,0.6975941,0.8275615,0.8073372
1252,0.6708897,0.8133228,0.8153876
1253,0.679018,0.8025964,0.8273787
1254,0.7057417,0.7968264,0.8355933
1255,0.6894643,0.8017241,0.8440024
1256,0.6810108,0.8229197,0.8501053
1257,0.6594857,0.8311718,0.8588018
1258,0.6483519,0.8225871,0.8679554
1259,0.6504752,0.8200944,0.8765997
1260,0.6456339,0.8321826,0.883933
1261,0.6397644,0.8467044,0.8942506
1262,0.6580173,0.8820394,0.9046149
1263,0.678966,0.9161282,0.9088687
1264,0.6757967,0.9405415,0.9143505
1265,0.6671451,0.9420251,0.9208125
1266,0.674324,0.9242727,0.9278598
1267,0.6852772,0.9358739,0.9418025
1268,0.7153887,0.9628696,0.9545678
1269,0.7162784,0.981374,0.9698063
1270,0.7273197,0.9867212,0.9852206
1271,0.7286575,0.9718059,0.9958481
1272,0.7451143,0.9434522,1.004713
1273,0.7443106,0.8986092,1.009119
1274,0.7678271,0.8656328,1.011835
1275,0.782636,0.8553851,1.006722
1276,0.791572,0.8601332,1.000287
1277,0.8105947,0.8930968,0.9895478
1278,0.8254894,0.9392753,0.9762398
1279,0.8384823,0.9508491,0.9689249
1280,0.8506322,0.9349188,0.9700873
1281,0.8632936,0.9030584,0.973402
1282,0.8840963,0.8686154,0.9763897
1283,0.8875002,0.8395482,0.9788799
1284,0.8907862,0.8058823,0.9837924
1285,0.89337,0.8028131,0.9925724
1286,0.8995752,0.8170267,0.9975797
1287,0.923358,0.8430756,1.003732
1288,0.9280853,0.8751924,1.008119
1289,0.9305575,0.8488675,1.015406
1290,0.9275731,0.8074463,1.021673
1291,0.9249645,0.7775438,1.028617
1292,0.9262727,0.733519,1.031381
1293,0.9558203,0.7155988,1.037048
1294,1.014225,0.7099718,1.042855
1295,1.045339,0.7299629,1.044602
1296,1.027353,0.7558334,1.051003
1297,0.991388,0.749257,1.049761
1298,1.004475,0.7357898,1.048758
1299,1.021295,0.7972934,1.052879
1300,1.028711,0.8776116,1.058486
1301,1.041121,0.9160265,1.065266
1302,1.091922,0.9147453,1.068088
1303,1.130009,0.9123782,1.071479
1304,1.159182,0.9002092,1.079963
1305,1.155162,0.8945629,1.081228
1306,1.145194,0.899771,1.082683
1307,1.14097,0.9125376,1.091346
1308,1.12963,0.9260023,1.096792
1309,1.158461,0.9339308,1.100277
1310,1.205394,0.9484963,1.105077
1311,1.216522,0.9466896,1.103162
1312,1.225841,0.9545829,1.098351
1313,1.213836,1.014923,1.096205
1314,1.220273,1.069874,1.098012
1315,1.2103,1.071106,1.096676
1316,1.231402,1.06386,1.098793
1317,1.242166,1.084663,1.108567
1318,1.242231,1.099742,1.119376
1319,1.236704,1.099089,1.127264
1320,1.233322,1.080891,1.133699
1321,1.231376,1.04495,1.136535
1322,1.227908,1.019784,1.137861
1323,1.245313,1.024989,1.147985
1324,1.256423,1.024518,1.158816
1325,1.239552,1.066175,1.168665
1326,1.226753,1.132607,1.178439
1327,1.228231,1.169885,1.160465
1328,1.237544,1.16425,1.155655
1329,1.257807,1.167409,1.157058
1330,1.270399,1.167172,1.165012
1331,1.275562,1.16957,1.166997
1332,1.272481,1.17233,1.166734
1333,1.255792,1.14429,1.170914
1334,1.240457,1.121884,1.176767
1335,1.215518,1.086752,1.18189
1336,1.201576,1.051907,1.184507
1337,1.211957,1.045029,1.186071
1338,1.222283,1.074146,1.189718
1339,1.233174,1.093038,1.190318
1340,1.234434,1.105488,1.19113
1341,1.230331,1.164831,1.199609
1342,1.229728,1.238079,1.210133
1343,1.200498,1.28355,1.2198
1344,1.171888,1.313438,1.224075
1345,1.156027,1.318879,1.22929
1346,1.142185,1.314207,1.234322
1347,1.118885,1.291486,1.235337
1348,1.115723,1.261755,1.233915
1349,1.141861,1.287009,1.236456
1350,1.135956,1.31546,1.238193
1351,1.100254,1.330534,1.244644
1352,1.093038,1.329293,1.250026
1353,1.115189,1.351337,1.245799
1354,1.118556,1.395806,1.239424
1355,1.120867,1.42545,1.239458
1356,1.119369,1.458971,1.23797
1357,1.107889,1.510723,1.23873
1358,1.088322,1.560012,1.241339
1359,1.087197,1.60207,1.230564
1360,1.109139,1.645648,1.224193
1361,1.108416,1.616303,1.232877
1362,1.116762,1.553466,1.243155
1363,1.106343,1.524377,1.247645
1364,1.099306,1.531997,1.247388
1365,1.114272,1.546604,1.247196
1366,1.141927,1.551638,1.248412
1367,1.15814,1.533352,1.252844
1368,1.173908,1.509339,1.259891
1369,1.200368,1.50133,1.261425
1370,1.20169,1.498716,1.261607
1371,1.168269,1.473453,1.260812
1372,1.136352,1.441892,1.263798
1373,1.116133,1.448649,1.268633
1374,1.102375,1.480267,1.270636
1375,1.104859,1.479519,1.282371
1376,1.138611,1.462721,1.295062
1377,1.1524,1.462639,1.307605
1378,1.149876,1.45376,1.319654
1379,0.1178989,0.07757483,0.1148502
1380,0.06104301,0.04686893,0.1129399
1381,0.05894584,0.09578111,0.1090996
1382,0.0573341,0.1782166,0.114297
1383,0.0752615,0.2182262,0.1135411
1384,0.08743866,0.2261777,0.109461
1385,0.0962317,0.2210889,0.1133091
1386,0.09302305,0.2045303,0.1245481
1387,0.09928726,0.1728588,0.1242405
1388,0.1022012,0.1495918,0.1206088
1389,0.0929842,0.1562278,0.1189763
1390,0.07892004,0.1742623,0.1155075
1391,0.1116106,0.2060017,0.1173511
1392,0.1308737,0.2380979,0.121042
1393,0.1464462,0.261661,0.1214898
1394,0.1630969,0.26839,0.1187524
1395,0.1557355,0.2981998,0.1135242
1396,0.1314737,0.3193279,0.1083271
1397,0.1088344,0.3358557,0.1033145
1398,0.103198,0.3615786,0.1051108
1399,0.1043918,0.3511582,0.1056755
1400,0.1107624,0.3145452,0.1091079
1401,0.1111476,0.2759654,0.1076861
1402,0.1079133,0.2363054,0.1051964
1403,0.1135905,0.1900308,0.09762064
1404,0.1803926,0.1604316,0.09806622
1405,0.2298102,0.1346486,0.1009889
1406,0.2318418,0.09804402,0.1063021
1407,0.1868442,0.09909318,0.1093348
1408,0.1628435,0.10595,0.1102203
1409,0.1890959,0.06695486,0.110184
1410,0.24191,0.06352416,0.1128304
1411,0.2542594,0.0447437,0.1217193
1412,0.2430793,0.05870577,0.1318092
1413,0.2172807,0.08451311,0.134918
1414,0.200475,0.1331066,0.1271211
1415,0.1963418,0.164342,0.1270576
1416,0.1905331,0.1741505,0.1365338
