Wall time,Step,Value
1683637543.9032924,200000,0.8609745502471924
1683638184.0393336,400000,1.1233646869659424
1683638822.8468719,600000,1.186992883682251
1683639141.3206332,700000,1.2686225175857544
1683639774.3428504,900000,1.3666454553604126
1683640409.6748426,1100000,1.4551575183868408
1683640726.967242,1200000,1.4674272537231445
1683641044.2540874,1300000,1.4934115409851074
1683641361.5542552,1400000,1.4965541362762451
1683641678.168662,1500000,1.5601853132247925
1683641995.152888,1600000,1.5024828910827637
1683642308.7514744,1700000,1.6056926250457764
1683642625.0257013,1800000,1.5922698974609375
1683642941.2118874,1900000,1.6726350784301758
1683643257.2575655,2000000,1.6786103248596191
1683643573.6587641,2100000,1.6700396537780762
1683643889.223438,2200000,1.6881426572799683
1683644204.7204063,2300000,1.7879111766815186
1683644520.248823,2400000,1.718723177909851
1683644832.7143006,2500000,1.8700804710388184
1683645147.8766596,2600000,1.8508617877960205
1683645778.136554,2800000,1.8520549535751343
1683646722.265038,3100000,1.8810182809829712
1683647036.7940297,3200000,1.9271258115768433
1683647350.8654706,3300000,2.000746011734009
1683647662.3324318,3400000,1.9774810075759888
1683647976.541398,3500000,2.052316188812256
1683648604.7878413,3700000,2.1014885902404785
1683649546.5588775,4000000,2.0395350456237793
1683649860.0527103,4100000,2.136234998703003
1683650484.240991,4300000,2.153376340866089
1683650797.5583737,4400000,2.0806100368499756
1683651111.1102812,4500000,2.206249713897705
1683651424.270788,4600000,2.2334256172180176
1683651737.117245,4700000,2.191075086593628
1683652050.095927,4800000,2.337214469909668
1683652672.4014344,5000000,2.2657768726348877
1683652984.869907,5100000,2.2905917167663574
1683653922.6972873,5400000,2.3945932388305664
1683654234.8006413,5500000,2.3258533477783203
1683654547.0895183,5600000,2.281717300415039
1683654859.3031073,5700000,2.351391315460205
1683655168.6880987,5800000,2.3026294708251953
1683656105.6695585,6100000,2.3147757053375244
1683656417.960014,6200000,2.4948079586029053
1683656729.697338,6300000,2.4245247840881348
1683657041.6932223,6400000,2.5054662227630615
1683657353.963108,6500000,2.4727540016174316
