Wall time,Step,Value
1683637771.530788,200000,1.5643550157546997
1683638409.68935,400000,1.4740010499954224
1683639046.00921,600000,1.5902498960494995
1683639363.9402313,700000,1.607987880706787
1683639995.1081803,900000,1.7971218824386597
1683640628.9116127,1100000,1.7697261571884155
1683640945.7345035,1200000,1.8477799892425537
1683641262.3420753,1300000,1.892212986946106
1683641578.8392396,1400000,1.867557168006897
1683641895.0524747,1500000,1.911917805671692
1683642210.995353,1600000,1.994950532913208
1683642524.2825186,1700000,1.9764018058776855
1683642839.9296415,1800000,2.0462160110473633
1683643155.6383343,1900000,2.090811014175415
1683643471.1784043,2000000,2.076293706893921
1683643786.8701496,2100000,2.0832180976867676
1683644102.0762813,2200000,2.083000421524048
1683644416.8713098,2300000,2.1005055904388428
1683644731.806921,2400000,2.1162712574005127
1683645043.6387525,2500000,2.167076587677002
1683645358.578173,2600000,2.118199348449707
1683645988.1204858,2800000,2.2784974575042725
1683646931.943647,3100000,2.2885897159576416
1683647246.0127058,3200000,2.279261350631714
1683647557.5638194,3300000,2.2671456336975098
1683647871.890576,3400000,2.3837223052978516
1683648186.1067417,3500000,2.375983953475952
1683648814.2247565,3700000,2.2734217643737793
1683649755.449272,4000000,2.446301221847534
1683650069.3166325,4100000,2.439183473587036
1683650693.1163313,4300000,2.537637710571289
1683651006.3909004,4400000,2.477774143218994
1683651319.6448987,4500000,2.5201854705810547
1683651633.119829,4600000,2.3996973037719727
1683651946.2365344,4700000,2.3766770362854004
1683652258.9042683,4800000,2.3721182346343994
1683652881.8482862,5000000,2.4978089332580566
1683653194.94204,5100000,2.543281078338623
1683654132.943048,5400000,2.61108660697937
1683654445.7963774,5500000,2.6600542068481445
1683654758.157959,5600000,2.649674654006958
1683655070.9521873,5700000,2.6006274223327637
1683655380.8980505,5800000,2.6531453132629395
1683656318.1971462,6100000,2.6090855598449707
1683656630.26711,6200000,2.6187057495117188
1683656942.4683437,6300000,2.66078782081604
1683657254.853673,6400000,2.613919496536255
1683657567.248966,6500000,2.6265790462493896
1683657876.697231,6600000,2.5890042781829834
1683658189.1164014,6700000,2.648468494415283
1683658501.8805203,6800000,2.6912055015563965
1683658814.3457196,6900000,2.4760944843292236
1683659126.6660805,7000000,2.679877281188965
1683659750.7361958,7200000,2.670745372772217
1683660062.780453,7300000,2.6987574100494385
1683660372.4771824,7400000,2.7795307636260986
1683660684.4711792,7500000,2.911393165588379
1683661308.3344052,7700000,2.775327444076538
1683661620.4155269,7800000,2.8427648544311523
1683661932.324126,7900000,2.861952781677246
1683662244.3163865,8000000,2.717186212539673
1683662865.5399015,8200000,2.7667815685272217
1683663177.027011,8300000,2.7620365619659424
1683663800.8186357,8500000,2.770047903060913
1683664112.5368779,8600000,2.7326674461364746
1683664423.9668958,8700000,2.729188919067383
1683664735.3909755,8800000,2.7135541439056396
1683665046.8238585,8900000,2.6982686519622803
1683665359.1180828,9000000,2.7136237621307373
1683665978.1376185,9200000,2.8079514503479004
1683666289.4928246,9300000,2.7355000972747803
1683666600.7311373,9400000,2.862271785736084
1683666912.250357,9500000,2.9382519721984863
1683667534.9826431,9700000,2.8622632026672363
1683667846.3118327,9800000,2.959930658340454
1683668465.9147515,10000000,2.7169737815856934
1683668777.3392856,10100000,2.81744647026062
1683669088.6399107,10200000,2.663012981414795
1683669399.5889716,10300000,2.6931843757629395
1683669710.7839231,10400000,2.7898032665252686
1683670021.9226615,10500000,2.728832721710205
1683670332.9259553,10600000,2.899925708770752
1683670641.0999403,10700000,2.873626708984375
1683671574.7902,11000000,2.815112829208374
1683671885.668621,11100000,2.778331995010376
1683672818.1994472,11400000,2.9721415042877197
1683673436.6882644,11600000,2.9199726581573486
1683673747.3608322,11700000,2.9104249477386475
1683674057.6974313,11800000,2.8477933406829834
1683674368.3711436,11900000,2.8520002365112305
1683674679.4227405,12000000,2.7425575256347656
1683674990.2569692,12100000,3.003260850906372
1683675300.4740887,12200000,3.0233020782470703
1683675920.002051,12400000,3.0575568675994873
1683676230.819821,12500000,3.1400883197784424
1683676541.7585483,12600000,3.057405948638916
1683676852.1191225,12700000,2.9022326469421387
1683677163.0501354,12800000,2.9922099113464355
1683677784.0510204,13000000,3.106741189956665
1683678091.9193323,13100000,2.9173920154571533
1683679023.0173151,13400000,3.0256175994873047
1683679333.6655383,13500000,2.9931347370147705
1683679954.83102,13700000,2.992351770401001
1683680265.1882937,13800000,3.0390310287475586
1683680883.7060134,14000000,3.172315835952759
1683681504.5678792,14200000,3.0417580604553223
1683681815.0853705,14300000,3.1201953887939453
1683682125.77479,14400000,3.1484055519104004
1683682436.4526572,14500000,3.199875593185425
1683682746.8962665,14600000,3.226968765258789
1683683054.142145,14700000,3.062981367111206
1683683675.1106324,14900000,3.247159957885742
1683683985.1419675,15000000,3.1928904056549072
1683684295.3833938,15100000,3.174220561981201
1683684605.6200202,15200000,3.014260768890381
1683685226.5573223,15400000,3.0154099464416504
1683685537.992967,15500000,2.9915730953216553
1683685844.4017546,15600000,3.05171799659729
1683686464.1711147,15800000,3.0993473529815674
1683686774.4258368,15900000,3.0982346534729004
1683687084.2064183,16000000,2.971973180770874
1683687704.3423395,16200000,3.1851789951324463
1683688015.0849473,16300000,3.2033445835113525
1683688631.8287172,16500000,3.2302112579345703
1683688941.9112978,16600000,3.3962223529815674
1683689562.1372914,16800000,3.19805645942688
1683689872.3976614,16900000,3.376041889190674
1683690182.0370176,17000000,3.1736927032470703
1683690799.4532979,17200000,3.295942783355713
1683691109.7305777,17300000,3.4740755558013916
1683691419.6611285,17400000,3.2599730491638184
1683692039.85744,17600000,3.1812727451324463
1683692349.777357,17700000,3.1780874729156494
1683692659.6046937,17800000,3.1406867504119873
1683692969.1031344,17900000,2.9872303009033203
1683693586.0286424,18100000,3.1713473796844482
1683693896.529641,18200000,3.2038588523864746
1683694206.4718642,18300000,3.001797914505005
1683694518.9175231,18400000,3.29449200630188
1683694828.357878,18500000,3.2949976921081543
1683695138.7134013,18600000,3.2276504039764404
1683695448.2592409,18700000,3.183465003967285
1683695755.1094007,18800000,3.0938336849212646
1683696064.5137897,18900000,3.06642484664917
1683696684.87387,19100000,2.982710123062134
1683696994.2971468,19200000,3.0920801162719727
1683697923.5570862,19500000,3.1306865215301514
1683699159.0724795,19900000,2.9289042949676514
1683699468.8143291,20000000,3.032186269760132
1683700087.846347,20200000,3.1105971336364746
1683700397.732575,20300000,3.241705894470215
1683700704.148313,20400000,3.0264580249786377
1683701323.6229177,20600000,3.2869338989257812
1683701632.8350306,20700000,3.2962310314178467
1683701942.173216,20800000,3.134711503982544
1683702252.1270409,20900000,3.2345409393310547
1683702561.3092418,21000000,3.085895538330078
1683703487.4182754,21300000,3.1901676654815674
1683703799.343856,21400000,3.15289568901062
1683704108.742954,21500000,3.088334083557129
1683704418.8567455,21600000,3.1116278171539307
1683705346.964361,21900000,3.3328897953033447
1683705653.7222173,22000000,3.391874074935913
1683705962.6980112,22100000,3.231205463409424
1683706272.302154,22200000,3.1557130813598633
1683706581.6371214,22300000,3.19991135597229
1683706892.310383,22400000,3.3564045429229736
1683707511.7453647,22600000,3.3916704654693604
1683707821.2397027,22700000,3.457514762878418
1683708128.0048206,22800000,3.4519975185394287
1683708746.6990938,23000000,3.320718765258789
1683709056.3656359,23100000,3.3818306922912598
1683709366.2187607,23200000,3.399538040161133
1683709675.3543851,23300000,3.1639907360076904
1683709984.851595,23400000,3.3343632221221924
1683710293.7071993,23500000,3.3689119815826416
1683710600.5905912,23600000,3.3114194869995117
1683711219.4386864,23800000,3.3718886375427246
1683711528.6053612,23900000,3.22257661819458
1683712147.0686474,24100000,3.2287344932556152
1683712456.4490635,24200000,3.2726857662200928
1683712766.1783476,24300000,3.1502833366394043
1683713381.9297721,24500000,3.1951191425323486
1683713690.7828887,24600000,3.447673797607422
1683714000.432712,24700000,3.3557045459747314
1683714309.7827222,24800000,3.4940731525421143
1683714619.2064154,24900000,3.50008487701416
1683714928.45346,25000000,3.542067289352417
1683715237.8611438,25100000,3.4275217056274414
1683715544.5317118,25200000,3.2181947231292725
1683715853.0863807,25300000,3.2957546710968018
1683716163.5124319,25400000,3.26881742477417
1683716472.6393986,25500000,3.3801627159118652
1683716781.6891987,25600000,3.1391124725341797
1683717709.7976997,25900000,3.455460786819458
1683718015.933242,26000000,3.43918776512146
1683718324.9497402,26100000,3.5495445728302
1683718634.0980299,26200000,3.5948305130004883
1683719252.3671718,26400000,3.5045363903045654
1683719871.1224692,26600000,3.5096137523651123
1683720487.0615914,26800000,3.477508306503296
1683721105.0733554,27000000,3.703220844268799
1683721723.657398,27200000,3.384188652038574
1683722032.4641008,27300000,3.814879894256592
1683722341.915447,27400000,3.7798688411712646
1683722651.1660345,27500000,3.6056246757507324
1683722957.3165429,27600000,3.7490994930267334
1683723574.9613392,27800000,3.6739039421081543
1683723884.5035546,27900000,3.581737995147705
1683724193.920265,28000000,3.763888120651245
1683724503.2700813,28100000,3.805147647857666
1683724812.3005383,28200000,3.767268419265747
1683725121.7318366,28300000,3.8586113452911377
1683725427.6580994,28400000,3.881399154663086
1683725736.0808132,28500000,3.831688642501831
1683727281.53129,29000000,3.8192970752716064
1683727896.1795547,29200000,4.051620006561279
1683728205.2405348,29300000,3.957646369934082
1683728823.1136086,29500000,4.04865837097168
1683729132.2212331,29600000,4.012375831604004
1683729441.2206323,29700000,3.9737985134124756
1683729750.7860277,29800000,4.135423183441162
1683730058.775858,29900000,3.8528079986572266
1683730365.0911694,30000000,4.0970869064331055
1683730673.5838509,30100000,4.377349376678467
1683730982.562155,30200000,4.077025413513184
1683731291.4607604,30300000,4.1534953117370605
1683731600.1717327,30400000,4.531105995178223
1683731908.3227334,30500000,4.375612258911133
1683732831.0402439,30800000,4.25049352645874
1683733138.940274,30900000,4.2744245529174805
1683733756.0168788,31100000,4.458538055419922
1683734681.5951812,31400000,4.197536945343018
1683734989.9220436,31500000,4.491442680358887
1683735604.0288897,31700000,4.595666408538818
1683735911.7371755,31800000,4.642967700958252
1683736220.7783446,31900000,4.647088050842285
1683736528.5890574,32000000,4.667169094085693
1683736836.658636,32100000,4.66782283782959
1683737145.4341989,32200000,4.5677924156188965
1683737454.3148172,32300000,4.610393524169922
1683737759.384517,32400000,4.378218650817871
1683738067.5571523,32500000,4.635718822479248
1683738375.7839098,32600000,4.644452095031738
1683738684.2968607,32700000,4.930920124053955
1683738992.510639,32800000,4.516287326812744
1683739300.846053,32900000,4.6024370193481445
1683739917.201644,33100000,4.561304092407227
1683740222.8078728,33200000,4.605583667755127
1683740839.217512,33400000,4.67602014541626
1683741455.7984045,33600000,4.449015140533447
1683742072.2652378,33800000,4.571296691894531
1683742689.4329767,34000000,4.7230658531188965
1683742993.3276758,34100000,4.616339206695557
1683743301.3983073,34200000,4.6332550048828125
